1	0.696586	0.717473
2	0.388462	-0.921465
18	0.254756	-0.967005
9	-0.383253	-0.923643
19	-0.997401	0.0720465
3	-0.980306	-0.197482
32	0.87312	-0.487506
31	0.531712	0.846925
4	-0.0401694	0.999193
12	0.896812	0.442412
11	0.678078	-0.73499
10	0.239185	0.970974
8	0.508035	0.861336
30	-0.729703	-0.683765
29	0.346308	-0.938121
28	0.906243	-0.422756
27	-0.313105	0.949718
22	-0.514596	-0.857433
23	-0.427605	-0.903966
24	-0.0340105	-0.999421
20	0.830382	-0.557194
6	0.954048	-0.299655
5	0.869501	-0.493932
16	0.0120244	-0.999928
26	-0.183128	0.983089
15	0.954666	0.29768
25	-0.332027	0.94327
21	0.972326	0.233627
34	-0.996636	0.0819517
17	-0.946314	-0.323248
14	-0.999755	-0.0221392
13	-0.760522	-0.649312
7	-0.999327	0.0366776
33	0.97841	0.206672
