1	0.696586	0.717473
8	0.508035	0.861336
21	0.972326	0.233627
33	0.97841	0.206672
15	0.954666	0.29768
12	0.896812	0.442412
31	0.531712	0.846925
25	-0.332027	0.94327
4	-0.0401694	0.999193
27	-0.313105	0.949718
26	-0.183128	0.983089
7	-0.999327	0.0366776
19	-0.997401	0.0720465
34	-0.996636	0.0819517
14	-0.999755	-0.0221392
3	-0.980306	-0.197482
17	-0.946314	-0.323248
30	-0.729703	-0.683765
13	-0.760522	-0.649312
22	-0.514596	-0.857433
23	-0.427605	-0.903966
9	-0.383253	-0.923643
18	0.254756	-0.967005
2	0.388462	-0.921465
29	0.346308	-0.938121
11	0.678078	-0.73499
20	0.830382	-0.557194
5	0.869501	-0.493932
28	0.906243	-0.422756
6	0.954048	-0.299655
32	0.87312	-0.487506
24	-0.0340105	-0.999421
16	0.0120244	-0.999928
10	0.239185	0.970974
